product_id,category,color,size,season,supplier,cost_price,list_price
P041418,accessories,,xs,spring,supplierd,70.29,30.48
P041419,accessories,yellow,l,fall,supplierc,44.89,101.18
P041420,accessories,blue,s,spring,supplierb,31.97,125.88
P041421,???,green,m,winter,suppliera,28.13,50.88
P041422,accessories,white,xs,summer,supplierb,48.23,55.05
P041423,bottoms,black,xl,winter,supplierc,74.11,84.33
P041424,dresses,white,xl,spring,supplierd,16.78,21.35
P041425,tops,blue,xs,spring,supplierd,59.5,172.26
P041426,accessories,green,l,winter,supplierd,42.57,84.2
P041427,shoes,green,l,fall,supplierb,43.44,183.65
P041428,tops,green,xs,summer,supplierb,42.53,88.65
P041429,shoes,blue,l,spring,supplierb,64.56,10.43
P041430,tops,yellow,xs,fall,suppliera,6.12,39.66
P041431,tops,white,s,winter,supplierc,7.12,13.41
P041432,dresses,green,m,summer,supplierd,62.41,166.18
P041433,tops,black,l,winter,supplierb,48.42,47.56
P041434,bottoms,yellow,m,winter,supplierc,19.77,50.22
P041435,bottoms,black,s,winter,supplierb,57.16,185.51
P041436,bottoms,red,xl,spring,supplierb,21.65,129.0
P041437,shoes,black,s,winter,supplierc,63.03,104.58
P041438,dresses,red,s,winter,supplierc,67.58,166.05
P041439,shoes,green,l,winter,supplierc,38.71,112.02
P041440,accessories,blue,xl,winter,supplierd,79.86,185.35
P041441,bottoms,blue,m,summer,suppliera,79.25,170.6
P041442,dresses,blue,xl,summer,suppliera,31.93,130.69
P041443,bottoms,green,s,spring,supplierb,35.09,72.76
P041444,dresses,green,xl,spring,supplierb,53.82,88.38
P041445,shoes,white,l,summer,supplierb,33.66,97.15
P041446,shoes,yellow,l,fall,suppliera,77.36,148.95
P041447,bottoms,black,s,summer,supplierc,20.54,89.47
P041448,tops,green,xs,winter,supplierc,76.99,87.74
P041449,dresses,black,xl,summer,supplierc,8.74,194.22
P041450,accessories,blue,m,summer,suppliera,72.07,179.24
P041451,tops,black,s,fall,supplierb,27.05,39.53
P041452,shoes,white,xs,fall,suppliera,9.94,96.93
P041453,dresses,blue,xl,spring,supplierd,65.52,64.0
P041454,tops,black,xs,fall,supplierc,52.46,13.91
P041455,accessories,white,s,spring,suppliera,64.05,108.18
P041456,tops,yellow,xl,spring,supplierd,25.94,129.91
P041457,accessories,black,xs,spring,suppliera,13.62,79.96
P041458,shoes,white,xs,fall,supplierb,18.03,16.2
P041459,dresses,black,l,spring,supplierc,55.07,58.7
P041460,shoes,blue,s,summer,suppliera,9.99,136.13
P041461,dresses,blue,m,spring,supplierb,48.22,195.2
P041462,tops,red,s,spring,suppliera,52.67,144.65
P041463,shoes,white,s,summer,supplierb,70.58,142.37
P041464,dresses,black,l,spring,supplierd,22.02,99.11
P041465,accessories,yellow,m,spring,supplierd,13.56,39.36
P041466,dresses,black,l,fall,supplierd,24.03,180.97
P041467,shoes,black,s,spring,suppliera,62.51,183.45
P041468,shoes,green,xs,winter,supplierb,46.08,103.59
P041469,tops,white,xs,spring,supplierd,71.39,31.15
P041470,accessories,black,s,summer,supplierc,22.51,50.53
P041471,dresses,red,xl,winter,suppliera,48.85,70.86
P041472,shoes,blue,s,winter,supplierb,64.28,75.47
P041473,dresses,green,s,fall,supplierc,13.63,169.2
P041474,bottoms,green,xl,spring,suppliera,32.2,107.55
P041475,accessories,blue,xl,summer,supplierc,45.49,27.82
P041476,accessories,yellow,l,fall,suppliera,39.18,138.27
P041477,bottoms,yellow,xs,summer,supplierb,29.01,170.28
P041478,accessories,green,xl,winter,supplierc,34.31,54.7
P041479,bottoms,red,s,summer,supplierb,65.13,176.97
P041480,dresses,red,m,spring,suppliera,19.67,27.1
P041481,bottoms,blue,m,fall,supplierc,46.79,185.25
P041482,tops,white,l,spring,supplierb,30.28,45.25
P041483,bottoms,yellow,m,spring,suppliera,69.93,49.69
P041484,dresses,green,xs,spring,supplierc,30.56,62.45
P041485,accessories,black,s,fall,supplierd,16.16,82.45
P041486,tops,yellow,m,spring,supplierc,74.78,160.85
P041487,bottoms,black,xs,spring,supplierc,6.43,42.3
P041488,dresses,red,m,spring,supplierc,79.54,86.0
P041489,tops,white,s,summer,supplierd,27.0,163.37
P041490,tops,white,l,winter,supplierc,30.75,59.61
P041491,tops,yellow,xs,spring,supplierc,56.48,193.56
P041492,???,green,xl,winter,supplierc,35.82,85.45
P041493,dresses,yellow,xl,winter,supplierd,14.12,183.83
P041494,dresses,green,m,fall,supplierb,32.91,138.03
P041495,dresses,blue,xl,spring,suppliera,51.54,19.45
P041496,shoes,red,xs,winter,supplierb,24.42,62.67
P041497,accessories,blue,xl,fall,supplierb,75.73,83.23
P041498,dresses,blue,xs,winter,suppliera,53.0,158.52
P041499,shoes,white,xl,fall,supplierc,60.37,43.33
P041500,shoes,green,l,spring,supplierb,37.34,170.8
P041501,tops,black,m,fall,supplierb,59.87,17.68
P041502,accessories,blue,xs,fall,suppliera,29.38,33.77
P041503,tops,red,l,winter,suppliera,62.63,122.82
P041504,accessories,blue,m,summer,supplierb,71.68,26.8
P041505,tops,black,l,spring,supplierd,42.47,198.49
P041506,bottoms,black,xl,spring,supplierd,52.99,105.07
P041507,accessories,red,xs,fall,supplierd,37.2,175.24
P041508,shoes,yellow,s,winter,supplierb,50.88,119.47
P041509,shoes,black,l,summer,supplierd,66.42,167.33
P041510,accessories,black,s,fall,supplierc,15.92,193.37
P041511,tops,yellow,xs,fall,suppliera,56.03,33.56
P041512,bottoms,black,xl,winter,suppliera,24.8,197.06
P041513,bottoms,blue,xl,spring,supplierb,18.94,132.3
P041514,dresses,red,s,fall,supplierb,21.54,122.78
P041515,accessories,blue,m,summer,supplierc,15.18,193.28
P041516,bottoms,yellow,s,fall,supplierc,60.08,38.31
P041517,tops,red,s,winter,suppliera,17.36,166.78
P041518,tops,black,s,winter,suppliera,27.1,173.92
P041519,shoes,black,s,fall,supplierb,73.02,66.67
P041520,bottoms,green,xs,spring,supplierb,48.03,54.56
P041521,bottoms,black,xs,fall,supplierd,5.86,114.88
P041522,tops,red,s,winter,suppliera,27.18,140.01
P041523,shoes,,s,spring,supplierc,25.12,148.35
P041524,bottoms,red,xl,spring,supplierd,5.42,60.31
P041525,tops,black,l,fall,supplierb,66.71,151.23
P041526,shoes,black,xs,summer,supplierc,66.29,190.58
P041527,shoes,white,m,winter,supplierb,76.0,147.82
P041528,tops,black,m,fall,supplierd,28.75,40.86
P041529,shoes,green,m,winter,supplierd,79.99,56.69
P041530,shoes,white,l,winter,supplierc,70.52,101.46
P041531,dresses,blue,xl,spring,supplierb,39.56,191.65
P041532,shoes,yellow,l,summer,supplierd,58.62,61.28
P041533,bottoms,green,s,summer,supplierb,21.53,185.82
P041534,shoes,red,xl,summer,supplierd,46.11,114.2
P041535,bottoms,yellow,xl,fall,suppliera,7.15,52.39
P041536,tops,yellow,s,fall,supplierd,23.63,176.54
P041537,shoes,green,m,summer,supplierb,29.38,130.24
P041538,tops,green,m,winter,supplierb,17.1,14.73
P041539,accessories,black,xs,spring,supplierd,15.06,15.17
P041540,shoes,blue,m,winter,supplierd,59.34,83.8
P041541,tops,white,l,fall,supplierc,40.13,144.14
P041542,accessories,yellow,xl,winter,suppliera,34.11,74.13
P041543,bottoms,green,xs,spring,supplierc,33.88,122.49
P041544,bottoms,yellow,xs,winter,suppliera,30.76,146.84
P041545,bottoms,black,m,summer,supplierb,60.14,146.0
P041546,bottoms,green,xs,summer,suppliera,60.48,74.39
P041547,bottoms,blue,xs,summer,suppliera,38.0,23.89
P041548,???,white,s,spring,suppliera,10.74,144.03
P041549,tops,black,m,spring,supplierd,5.44,139.86
P041550,accessories,green,m,winter,suppliera,77.82,194.79
P041551,accessories,blue,xl,spring,supplierc,75.73,197.0
P041552,shoes,red,l,fall,supplierb,19.93,169.7
P041553,tops,red,xs,winter,suppliera,29.16,110.0
P041554,dresses,blue,xs,fall,suppliera,64.95,107.62
P041555,dresses,yellow,l,winter,suppliera,29.73,86.16
P041556,tops,white,l,spring,supplierd,20.63,21.35
P041557,bottoms,green,xs,spring,supplierb,23.46,30.06
P041558,bottoms,green,l,spring,supplierc,58.74,76.44
P041559,tops,blue,s,winter,supplierb,44.58,30.92
P041560,accessories,green,l,summer,suppliera,28.51,12.15
P041561,bottoms,white,m,fall,suppliera,27.39,109.52
P041562,shoes,blue,xs,winter,suppliera,62.24,79.17
P041563,dresses,yellow,xs,winter,supplierb,56.36,60.97
P041564,bottoms,red,l,fall,supplierc,56.69,158.57
P041565,accessories,red,xl,summer,supplierd,18.17,199.44
P041566,bottoms,black,s,winter,supplierc,27.86,16.78
P041567,bottoms,yellow,m,spring,suppliera,53.57,142.32
P041568,dresses,yellow,l,fall,supplierb,46.04,126.95
P041569,shoes,red,xl,summer,suppliera,57.07,101.76
P041570,shoes,green,l,winter,suppliera,55.63,128.29
P041571,accessories,white,xs,spring,suppliera,59.88,140.47
P041572,tops,white,m,summer,supplierd,65.23,54.5
P041573,tops,black,l,fall,suppliera,62.07,142.99
P041574,tops,yellow,xs,summer,suppliera,67.84,138.51
P041575,accessories,green,s,winter,supplierb,45.05,47.37
P041576,bottoms,yellow,xs,spring,supplierc,39.3,96.98
P041577,shoes,blue,l,fall,suppliera,64.24,59.79
P041578,shoes,black,l,fall,supplierc,19.22,162.13
P041579,bottoms,green,s,winter,supplierc,26.32,52.02
P041580,shoes,blue,l,fall,suppliera,54.64,113.11
P041581,shoes,red,xl,winter,supplierb,79.99,39.03
P041582,tops,red,s,fall,supplierd,30.64,38.74
P041583,tops,blue,m,summer,supplierd,72.62,52.13
P041584,dresses,black,xs,summer,supplierc,71.99,129.72
P041585,dresses,blue,m,fall,supplierb,26.62,108.89
P041586,shoes,yellow,s,fall,suppliera,53.74,47.74
P041587,tops,green,xl,summer,supplierb,37.04,85.72
P041588,dresses,yellow,s,spring,supplierc,74.31,75.18
P041589,dresses,yellow,xl,fall,supplierc,78.46,91.95
P041590,tops,blue,l,fall,supplierc,51.54,45.3
P041591,dresses,green,s,spring,supplierb,68.67,115.81
P041592,bottoms,green,m,fall,supplierc,27.97,14.58
P041593,bottoms,red,xs,summer,supplierb,12.61,112.45
P041594,tops,,s,spring,suppliera,64.22,50.8
P041595,tops,white,xs,fall,suppliera,45.45,92.89
P041596,dresses,yellow,s,spring,suppliera,72.1,171.32
P041597,shoes,red,s,summer,suppliera,79.3,178.36
P041598,accessories,yellow,s,spring,supplierb,12.11,35.36
P041599,bottoms,red,l,spring,supplierc,74.62,10.3
P041600,bottoms,blue,m,summer,supplierb,34.8,178.65
P041601,tops,green,l,fall,supplierb,55.23,29.93
P041602,shoes,yellow,m,spring,suppliera,18.0,36.56
P041603,tops,blue,xs,summer,supplierb,79.14,119.15
P041604,dresses,green,l,spring,supplierb,59.64,191.29
P041605,shoes,,xs,winter,supplierc,34.98,107.16
P041606,dresses,white,s,summer,suppliera,71.65,155.68
P041607,bottoms,yellow,l,winter,suppliera,35.85,133.89
P041608,tops,red,l,winter,supplierd,17.3,78.11
P041609,tops,black,s,summer,supplierc,7.38,71.61
P041610,???,blue,xl,summer,suppliera,73.89,128.1
P041611,shoes,,xs,winter,supplierb,7.38,69.55
P041612,bottoms,blue,m,winter,supplierc,62.93,116.11
P041613,accessories,green,m,spring,suppliera,54.18,89.98
P041614,accessories,blue,m,winter,suppliera,12.17,129.24
P041615,tops,red,l,spring,supplierb,71.19,72.08
P041616,shoes,red,m,summer,suppliera,52.69,173.78
P041617,tops,blue,m,winter,supplierc,68.35,106.63
P041618,shoes,green,s,summer,supplierd,66.42,17.18
P041619,accessories,green,xs,fall,supplierc,34.75,36.52
P041620,dresses,white,l,summer,supplierc,40.98,47.67
P041621,bottoms,red,s,spring,suppliera,79.34,29.85
P041622,accessories,blue,s,spring,supplierc,6.28,42.75
P041623,tops,white,l,winter,supplierc,23.17,68.12
P041624,bottoms,black,s,fall,supplierd,40.93,190.04
P041625,accessories,white,xl,fall,supplierb,59.24,197.13
P041626,shoes,yellow,l,spring,supplierb,44.59,39.05
P041627,tops,black,xs,summer,supplierd,54.86,116.8
P041628,accessories,black,l,winter,suppliera,16.35,63.56
P041629,shoes,white,s,summer,suppliera,35.11,40.41
P041630,shoes,red,s,winter,supplierd,69.69,136.72
P041631,shoes,white,xs,spring,supplierd,47.64,15.73
P041632,bottoms,white,xs,winter,suppliera,47.84,58.87
P041633,tops,yellow,xl,spring,supplierc,23.13,192.41
P041634,shoes,red,l,summer,supplierc,17.42,164.73
P041635,accessories,red,m,summer,supplierc,31.84,183.82
P041636,shoes,yellow,s,winter,suppliera,52.49,110.68
P041637,tops,red,m,spring,supplierb,32.9,49.06
P041638,bottoms,red,s,summer,supplierd,33.87,143.19
P041639,shoes,yellow,xs,spring,suppliera,72.99,164.97
P041640,accessories,red,m,winter,supplierc,41.84,10.46
P041641,tops,yellow,s,summer,supplierd,38.34,21.68
P041642,shoes,red,l,winter,supplierb,22.58,183.93
P041643,bottoms,white,l,fall,supplierc,63.95,32.87
P041644,dresses,yellow,l,summer,suppliera,10.64,129.93
P041645,accessories,blue,s,winter,supplierd,58.39,199.99
P041646,shoes,blue,l,winter,suppliera,57.02,85.22
P041647,shoes,blue,xl,fall,supplierb,6.6,147.84
P041648,dresses,white,xl,fall,supplierb,72.96,164.35
P041649,tops,red,xs,spring,supplierb,9.35,41.77
P041650,dresses,black,m,winter,supplierb,63.1,57.22
P041651,tops,red,s,fall,suppliera,51.56,158.53
P041652,shoes,green,l,spring,supplierb,32.45,88.17
P041653,dresses,red,l,winter,supplierd,44.58,116.36
P041654,shoes,yellow,xs,summer,supplierb,34.92,121.35
P041655,dresses,yellow,s,spring,supplierd,61.98,98.3
P041656,shoes,blue,s,summer,supplierb,14.11,87.86
P041657,shoes,red,l,winter,suppliera,62.2,111.28
P041658,shoes,red,s,spring,supplierc,54.26,148.46
P041659,bottoms,yellow,l,summer,suppliera,45.52,178.14
P041660,dresses,,xl,fall,suppliera,30.36,61.09
P041661,bottoms,black,l,summer,supplierc,69.86,36.5
P041662,shoes,black,xs,summer,supplierb,61.98,161.02
P041663,accessories,blue,xs,spring,supplierb,55.97,168.58
P041664,tops,yellow,l,spring,supplierb,12.09,66.44
P041665,dresses,black,s,winter,supplierc,41.02,47.49
P041666,dresses,blue,m,fall,supplierb,15.36,34.69
P041667,tops,,xl,fall,supplierc,13.58,139.7
P041668,bottoms,green,m,winter,supplierb,62.51,90.76
P041669,tops,red,xl,spring,supplierc,74.03,55.59
P041670,accessories,green,xl,fall,suppliera,33.05,173.83
P041671,shoes,black,s,summer,supplierb,79.7,85.38
P041672,tops,yellow,xl,spring,supplierd,65.81,134.33
P041673,tops,red,xs,fall,supplierb,5.16,10.78
P041674,shoes,green,xs,winter,suppliera,20.58,61.02
P041675,dresses,green,xl,summer,supplierc,23.71,91.64
P041676,accessories,yellow,l,fall,supplierc,41.32,83.45
P041677,tops,yellow,m,fall,supplierc,18.67,73.37
P041678,tops,blue,s,spring,supplierc,7.24,95.55
P041679,dresses,yellow,xl,fall,supplierb,18.28,171.23
P041680,accessories,yellow,xl,summer,supplierb,45.41,11.61
P041681,shoes,yellow,xl,winter,supplierd,55.53,171.01
P041682,shoes,white,xs,fall,suppliera,31.76,172.71
P041683,bottoms,green,xs,winter,supplierd,7.95,33.02
P041684,accessories,yellow,m,spring,supplierb,25.85,182.49
P041685,accessories,red,s,spring,suppliera,34.83,136.15
P041686,tops,white,xl,winter,suppliera,14.51,24.8
P041687,bottoms,white,xs,spring,supplierd,75.36,19.49
P041688,shoes,yellow,xs,summer,suppliera,42.56,164.18
P041689,accessories,,l,winter,supplierc,54.25,147.04
P041690,accessories,white,xl,summer,suppliera,32.35,124.23
P041691,dresses,black,xl,winter,supplierc,45.85,199.57
P041692,shoes,white,s,fall,suppliera,14.26,166.59
P041693,dresses,blue,l,winter,supplierc,35.6,97.68
P041694,bottoms,,xl,spring,suppliera,31.48,178.9
P041695,accessories,green,xs,winter,supplierb,13.44,181.14
P041696,bottoms,yellow,m,spring,supplierb,42.38,39.9
P041697,dresses,white,s,spring,supplierc,41.3,10.31
P041698,shoes,blue,xl,winter,supplierd,42.48,55.58
P041699,accessories,blue,xl,fall,supplierb,72.01,118.05
P041700,shoes,,xs,winter,supplierb,35.74,66.5
P041701,bottoms,white,m,fall,supplierd,52.27,10.01
P041702,tops,black,xs,spring,supplierd,43.7,18.77
P041703,shoes,white,xs,winter,supplierd,6.89,123.98
P041704,shoes,red,m,fall,suppliera,78.53,80.13
P041705,shoes,blue,xs,fall,supplierd,73.97,143.09
P041706,accessories,white,xs,spring,supplierd,9.86,187.84
P041707,bottoms,black,xs,summer,supplierd,26.13,62.07
P041708,bottoms,black,m,fall,supplierc,16.74,96.04
P041709,accessories,black,xs,winter,suppliera,17.21,132.55
P041710,shoes,green,m,fall,supplierb,40.62,134.66
P041711,shoes,green,xl,fall,supplierb,36.03,24.58
P041712,tops,green,xl,fall,supplierc,46.4,92.34
P041713,shoes,yellow,xs,fall,suppliera,62.75,40.44
P041714,dresses,red,l,fall,supplierd,25.62,152.57
P041715,shoes,red,xl,summer,supplierc,35.71,194.31
P041716,tops,,m,winter,supplierc,74.47,149.06
P041717,dresses,white,xl,fall,supplierc,70.09,171.02
P041718,tops,green,xl,summer,suppliera,73.11,174.62
P041719,tops,green,xs,fall,supplierb,61.65,92.9
P041720,bottoms,red,m,summer,suppliera,11.83,11.91
P041721,accessories,black,l,summer,supplierb,72.68,22.95
P041722,tops,black,m,spring,supplierd,7.45,192.12
P041723,shoes,yellow,xl,summer,supplierc,56.98,43.95
P041724,bottoms,yellow,xl,fall,supplierd,19.49,34.38
P041725,dresses,yellow,xs,summer,suppliera,16.71,183.7
P041726,accessories,blue,l,summer,supplierb,35.64,132.73
P041727,bottoms,yellow,s,winter,suppliera,52.12,25.62
P041728,tops,white,l,fall,suppliera,7.22,103.17
P041729,bottoms,white,m,spring,suppliera,73.16,66.77
P041730,shoes,green,xs,fall,supplierc,61.32,187.64
P041731,shoes,red,s,fall,supplierc,37.39,109.99
P041732,shoes,white,s,winter,supplierb,22.01,39.97
P041733,accessories,,m,fall,supplierb,55.59,186.15
P041734,bottoms,red,xs,summer,supplierb,71.28,22.98
P041735,bottoms,green,s,spring,supplierc,54.96,61.65
P041736,tops,yellow,xs,fall,supplierc,39.89,134.38
P041737,dresses,green,m,spring,supplierb,59.55,138.27
P041738,shoes,white,m,fall,supplierd,25.45,24.96
P041739,dresses,white,xs,summer,supplierd,13.05,99.81
P041740,dresses,,m,summer,supplierb,22.61,169.61
P041741,shoes,blue,m,summer,supplierc,30.4,169.69
P041742,shoes,yellow,s,winter,supplierd,15.84,13.61
P041743,tops,yellow,xs,summer,suppliera,5.53,144.38
P041744,accessories,white,m,spring,supplierb,55.88,32.52
P041745,shoes,white,l,summer,supplierb,34.88,146.27
P041746,dresses,black,l,spring,suppliera,36.17,166.79
P041747,tops,black,m,summer,supplierd,50.42,163.81
P041748,bottoms,red,xl,fall,suppliera,45.06,135.42
P041749,tops,white,l,winter,supplierc,70.47,169.91
P041750,shoes,,s,winter,supplierb,40.66,180.44
P041751,shoes,green,s,summer,supplierb,78.1,25.62
P041752,accessories,black,s,summer,suppliera,60.14,184.96
P041753,tops,green,m,fall,suppliera,79.31,143.36
P041754,shoes,white,m,summer,supplierc,54.75,18.07
P041755,dresses,black,l,spring,suppliera,7.44,52.6
P041756,dresses,white,s,fall,supplierc,28.03,23.84
P041757,tops,blue,s,summer,supplierb,25.89,27.53
P041758,accessories,yellow,xl,spring,supplierb,70.03,76.93
P041759,tops,green,m,winter,supplierb,64.51,124.35
P041760,accessories,black,l,fall,supplierc,71.48,114.24
P041761,dresses,black,l,spring,supplierc,19.31,77.83
P041762,shoes,white,m,winter,suppliera,48.11,172.21
P041763,bottoms,white,s,summer,supplierd,47.15,105.38
P041764,shoes,red,xs,summer,supplierd,70.85,23.52
P041765,dresses,red,l,winter,supplierb,8.73,90.02
P041766,dresses,green,m,fall,supplierb,51.22,155.88
P041767,shoes,black,s,fall,suppliera,30.29,122.5
P041768,shoes,white,s,winter,suppliera,68.07,50.88
P041769,dresses,green,s,summer,suppliera,69.75,156.25
P041770,shoes,black,xl,summer,supplierc,11.42,178.65
P041771,bottoms,white,s,fall,suppliera,25.14,135.53
P041772,bottoms,red,xl,summer,supplierb,10.95,166.6
P041773,tops,black,m,spring,suppliera,5.5,113.73
P041774,bottoms,white,s,spring,suppliera,61.37,189.1
P041775,dresses,green,m,spring,supplierc,27.82,34.28
P041776,dresses,green,l,winter,supplierb,38.19,164.98
P041777,tops,blue,s,winter,supplierd,69.47,48.95
P041778,accessories,black,xl,fall,suppliera,65.61,54.14
P041779,tops,green,l,summer,supplierc,39.26,145.7
P041780,accessories,black,m,winter,supplierb,52.19,111.89
P041781,accessories,green,xs,spring,suppliera,76.87,23.41
P041782,shoes,black,m,fall,supplierd,13.76,100.37
P041783,bottoms,black,l,spring,suppliera,69.21,25.95
P041784,accessories,black,l,spring,supplierc,19.19,22.18
P041785,shoes,blue,l,fall,supplierc,58.92,56.39
P041786,tops,red,s,summer,supplierb,7.23,103.89
P041787,tops,yellow,m,winter,suppliera,29.5,97.84
P041788,accessories,black,m,spring,supplierc,36.08,143.47
P041789,shoes,red,xl,spring,supplierc,23.57,196.17
P041790,dresses,yellow,m,fall,suppliera,43.2,32.4
P041791,bottoms,red,xl,winter,supplierc,67.56,30.16
P041792,accessories,red,xs,spring,suppliera,68.84,56.26
P041793,dresses,green,s,summer,supplierb,9.3,163.14
P041794,bottoms,white,m,spring,supplierd,25.1,75.43
P041795,dresses,yellow,xs,winter,supplierc,40.37,166.23
P041796,shoes,red,m,spring,supplierd,60.71,183.18
P041797,accessories,black,xl,fall,supplierb,70.33,73.79
P041798,dresses,white,xs,spring,supplierd,40.39,102.78
P041799,dresses,green,m,fall,supplierc,41.72,175.04
P041800,dresses,blue,xs,winter,supplierd,50.27,83.11
P041801,accessories,red,xs,spring,suppliera,52.41,167.67
P041802,shoes,red,s,fall,supplierb,19.73,34.0
P041803,shoes,green,s,summer,supplierb,20.38,26.96
P041804,dresses,black,xs,fall,supplierb,13.07,47.12
P041805,shoes,yellow,m,winter,supplierd,39.73,105.17
P041806,bottoms,yellow,xs,summer,supplierc,40.53,128.28
P041807,shoes,yellow,m,winter,supplierc,37.8,61.24
P041808,dresses,black,xl,fall,suppliera,42.38,86.39
P041809,bottoms,white,l,winter,suppliera,57.88,163.91
P041810,accessories,white,m,winter,supplierb,78.67,183.67
P041811,tops,black,s,winter,suppliera,15.86,125.97
P041812,shoes,blue,m,winter,supplierc,39.41,102.36
P041813,bottoms,black,l,spring,supplierd,20.8,83.23
P041814,tops,blue,xs,winter,suppliera,14.38,88.0
P041815,accessories,green,xl,summer,supplierd,66.08,138.56
P041816,tops,yellow,xl,winter,supplierb,25.16,128.41
P041817,accessories,blue,l,spring,suppliera,61.03,171.78
P041818,dresses,yellow,xl,fall,supplierd,60.15,50.85
P041819,dresses,green,m,fall,suppliera,54.33,188.31
P041820,accessories,yellow,xs,spring,supplierb,31.2,64.06
P041821,tops,yellow,m,winter,supplierd,11.01,116.87
P041822,shoes,red,l,winter,supplierc,22.13,150.36
P041823,tops,black,s,fall,supplierd,51.76,102.16
P041824,tops,white,xl,winter,supplierc,75.51,159.13
P041825,shoes,red,l,spring,supplierb,29.8,103.82
P041826,tops,white,xs,fall,supplierb,71.81,10.02
P041827,tops,blue,s,summer,supplierb,18.65,95.04
P041828,bottoms,black,xs,winter,supplierb,47.64,96.87
P041829,accessories,black,m,winter,suppliera,8.17,156.45
P041830,dresses,black,s,fall,supplierd,25.9,167.49
P041831,accessories,red,xl,winter,suppliera,68.05,91.18
P041832,tops,green,s,spring,suppliera,70.75,160.77
P041833,shoes,blue,m,winter,supplierc,77.24,116.62
P041834,shoes,red,xl,spring,supplierb,38.78,155.09
P041835,dresses,red,m,summer,supplierb,60.85,150.98
P041836,dresses,green,m,spring,supplierc,73.55,182.03
P041837,dresses,white,xl,summer,supplierb,10.54,159.37
P041838,shoes,white,xl,winter,supplierb,10.01,151.45
P041839,tops,black,m,spring,suppliera,21.31,33.96
P041840,dresses,red,m,winter,supplierd,33.88,42.96
P041841,dresses,green,xl,winter,supplierb,60.24,94.0
P041842,shoes,green,m,summer,supplierb,31.45,153.96
P041843,tops,white,xs,fall,supplierc,39.6,68.94
P041844,dresses,green,xs,spring,supplierb,35.64,33.16
P041845,tops,white,xs,winter,supplierb,31.43,152.81
P041846,bottoms,white,xs,spring,supplierd,38.51,155.51
P041847,dresses,yellow,m,winter,supplierc,72.5,115.74
P041848,dresses,red,m,spring,supplierc,15.77,57.09
P041849,shoes,yellow,s,fall,supplierd,79.99,149.53
P041850,bottoms,blue,s,spring,supplierb,13.3,100.81
P041851,bottoms,yellow,s,summer,supplierb,76.35,193.88
P041852,bottoms,black,s,spring,supplierb,13.85,54.83
P041853,accessories,blue,m,spring,supplierc,35.06,89.57
P041854,shoes,green,s,summer,suppliera,12.51,165.85
P041855,shoes,yellow,m,winter,suppliera,16.84,154.12
P041856,dresses,blue,xs,summer,suppliera,28.1,192.85
P041857,shoes,blue,m,spring,supplierb,52.57,135.16
P041858,dresses,white,s,winter,suppliera,29.73,139.92
P041859,dresses,red,m,winter,supplierd,77.99,164.77
P041860,accessories,green,m,winter,supplierc,9.42,111.08
P041861,shoes,black,xl,fall,supplierb,16.15,96.61
P041862,shoes,white,s,winter,supplierb,76.98,169.03
P041863,accessories,black,l,summer,supplierd,45.14,177.27
P041864,accessories,red,l,winter,supplierb,58.86,158.16
P041865,shoes,blue,m,winter,supplierc,60.77,183.36
P041866,shoes,yellow,xl,summer,suppliera,29.92,51.05
P041867,dresses,blue,m,winter,supplierc,26.08,172.72
P041868,tops,red,s,summer,supplierc,19.86,168.67
P041869,dresses,green,xs,spring,supplierd,23.28,111.71
P041870,bottoms,white,m,spring,supplierb,32.65,45.47
P041871,bottoms,blue,l,winter,supplierb,12.76,110.98
P041872,tops,yellow,m,summer,supplierc,61.5,42.68
P041873,accessories,red,s,winter,suppliera,62.58,55.39
P041874,bottoms,,s,summer,supplierc,68.91,157.84
P041875,accessories,white,l,summer,supplierc,32.23,99.21
P041876,accessories,red,l,winter,supplierd,79.81,63.06
P041877,dresses,blue,xl,winter,supplierb,69.43,174.64
P041878,accessories,green,xl,spring,suppliera,57.69,61.39
P041879,tops,blue,xs,fall,supplierb,28.63,88.93
P041880,dresses,blue,l,fall,supplierc,66.22,78.64
P041881,tops,blue,xl,spring,supplierd,68.07,24.33
P041882,accessories,yellow,l,winter,supplierb,76.02,96.56
P041883,bottoms,blue,m,summer,supplierc,64.23,149.24
P041884,accessories,yellow,xl,summer,suppliera,9.23,65.84
P041885,tops,yellow,l,spring,suppliera,37.62,85.85
P041886,shoes,black,l,fall,supplierd,46.68,37.74
P041887,shoes,red,m,spring,supplierb,5.71,70.94
P041888,bottoms,green,l,summer,suppliera,45.85,42.08
P041889,tops,yellow,xl,fall,suppliera,77.17,184.45
P041890,bottoms,green,xl,fall,supplierd,28.43,30.45
P041891,dresses,black,xs,spring,supplierb,72.76,54.39
P041892,accessories,green,xs,spring,supplierb,47.13,167.08
P041893,dresses,black,xl,summer,supplierd,33.1,64.41
P041894,shoes,black,xs,summer,supplierd,44.86,140.08
P041895,accessories,yellow,xs,winter,supplierd,46.19,120.78
P041896,dresses,green,m,summer,supplierd,73.46,60.87
P041897,shoes,green,s,winter,suppliera,40.46,175.35
P041898,dresses,blue,xs,winter,supplierd,41.61,73.97
P041899,accessories,yellow,s,summer,supplierd,62.64,127.93
P041900,dresses,black,xs,summer,suppliera,71.63,19.25
P041901,accessories,white,s,summer,supplierc,50.82,173.79
P041902,dresses,red,l,spring,suppliera,52.87,98.9
